,Spectrogram,Local file path_y,Pitch,Note,Octave
1128,"[[-6.3639807e+02 -5.7330280e+02 -5.9887677e+02 ... -7.3770154e+02
  -4.9895532e+02 -4.2646396e+02]
 [ 4.9437321e+01  4.9244816e+01  5.1506866e+01 ... -1.9094288e+01
  -4.7219452e+01 -5.0485596e+01]
 [-5.9362345e+00 -9.4525871e+00 -6.7432947e+00 ...  3.2325035e+01
  -5.2378721e+00 -1.0858676e+01]
 ...
 [ 2.8988075e-01 -7.8899384e-02 -6.3700914e-01 ... -4.8435698e+00
  -2.5830460e-01  4.5937538e-02]
 [ 2.3577940e+00 -6.9494200e-01 -2.2614782e+00 ...  6.3718204e+00
   2.9709578e-02 -1.4659309e-01]
 [ 2.4640694e+00  7.0576096e-01  2.6689911e-01 ... -2.9041443e+00
  -2.4715233e-01  3.4738541e-02]]",Keyboards/Accordion/ordinario/Acc-ord-D#7-ff-N-N.wav,D#7,D#,7
1129,"[[-8.6938208e+02 -8.2992853e+02 -8.0458167e+02 ... -7.4870782e+02
  -5.6264545e+02 -4.9041885e+02]
 [ 4.9372643e+01  4.4598927e+01  3.7157036e+01 ...  1.2945300e+01
  -3.0450016e+01 -3.1713905e+01]
 [ 3.4983738e+01  2.4662510e+01  1.4473976e+01 ...  1.5183823e+01
  -1.1443653e+01 -1.5231953e+01]
 ...
 [ 1.5591555e+00  1.2890730e+00  9.8239040e-01 ... -2.5947847e+00
  -3.1438255e-01 -5.2997589e-02]
 [-3.8769913e-01  2.1496162e+00  1.0126672e+00 ...  4.9386902e+00
  -9.5587254e-02  1.5134430e-01]
 [-1.2538719e+00  1.5538292e+00 -1.0657902e+00 ... -2.5087814e+00
  -4.2355251e-01 -2.0291710e-01]]",Keyboards/Accordion/ordinario/Acc-ord-D#7-ff-alt1-N.wav,D#7,D#,7
1130,"[[-6.8674371e+02 -5.8575293e+02 -5.7980914e+02 ... -7.3036859e+02
  -5.3332495e+02 -4.5926352e+02]
 [ 4.4211521e+01  2.9581337e+01  1.5827154e+01 ... -4.5424309e+01
  -5.8533516e+01 -5.9647053e+01]
 [ 1.5859337e+01  7.8925614e+00  6.5495048e+00 ...  2.0577206e+01
   3.5994270e+00  6.3256931e-01]
 ...
 [-4.3407726e-01  1.5067072e+00  1.3021030e+00 ...  1.0934029e+00
  -8.2204819e-01 -4.9877930e-01]
 [-1.9446683e+00  2.8499746e-01 -7.2423887e-01 ... -2.2913361e+00
   2.1028662e-01  6.9430470e-04]
 [-1.1973305e+00  6.9991398e-01  1.4430385e+00 ...  7.8197670e-01
   7.9225349e-01  4.1640091e-01]]",Keyboards/Accordion/ordinario/Acc-ord-E7-ff-N-N.wav,E7,E,7
1131,"[[-8.2872577e+02 -8.2545062e+02 -8.0269220e+02 ... -7.2978198e+02
  -5.3262860e+02 -4.5943439e+02]
 [ 3.4283756e+01  3.8997673e+01  4.0847359e+01 ...  6.8363733e+00
  -3.1253172e+01 -3.2911751e+01]
 [ 2.6542761e+01  3.0956587e+01  2.5564245e+01 ...  1.4630175e+01
  -1.3120365e+01 -1.6950315e+01]
 ...
 [ 2.0178013e+00  6.0467720e-01  4.2601490e-01 ...  4.0157413e+00
   5.3341293e-01 -1.3574791e-01]
 [ 1.0860825e+00  2.3817253e-01 -9.4524384e-01 ... -2.1509132e+00
   5.9035730e-01  6.2353706e-01]
 [ 4.5489502e-01  1.8917274e-01 -1.7292213e-01 ...  3.5953102e+00
   1.4023266e+00  3.2498741e-01]]",Keyboards/Accordion/ordinario/Acc-ord-E7-ff-alt1-N.wav,E7,E,7
1132,"[[-8.4980231e+02 -8.2795178e+02 -7.8345081e+02 ... -7.2299188e+02
  -6.7081232e+02 -6.1834656e+02]
 [ 5.3517525e+01  6.1771862e+01  8.9042725e+01 ... -3.3567051e+01
  -2.4833508e+01 -2.1048214e+01]
 [ 3.0726879e+01  2.6049879e+01  2.7833942e+01 ...  2.2092113e+01
   3.7426953e+00 -9.3740730e+00]
 ...
 [ 8.7980318e-01 -2.7949905e-01 -5.2728987e-01 ... -2.6683807e-03
   1.2371731e+00  1.2289982e+00]
 [ 8.6676502e-01 -2.0784378e+00  4.9730301e-02 ... -7.6735592e-01
   1.0076622e+00  6.1412668e-01]
 [ 9.6846199e-01  1.5777092e+00  2.2107277e+00 ... -1.4532585e+00
  -7.3519611e-01 -2.0060730e-01]]",Keyboards/Accordion/ordinario/Acc-ord-F7-ff-N-N.wav,F7,F,7
1133,"[[-6.7235693e+02 -6.0829565e+02 -6.1549530e+02 ... -7.2334674e+02
  -6.2099841e+02 -5.6077185e+02]
 [ 2.2013592e+01  3.4953682e+01  3.7916924e+01 ... -4.6068497e+01
  -3.1803829e+01 -2.1391348e+01]
 [ 8.6359701e+00  2.4039297e+01  3.0739441e+01 ...  3.3681068e+01
   3.5741992e+00 -1.0697317e+01]
 ...
 [ 1.3648601e+00 -1.5336914e+00 -7.0484447e-01 ... -2.4211311e-01
   2.7017975e-01  6.3719749e-01]
 [-5.5536175e-01 -8.8069916e-02 -1.2138681e+00 ...  1.9340763e+00
   2.6115103e+00  1.5011601e+00]
 [-1.7298784e+00  1.5657368e+00  1.1361771e+00 ... -1.7422161e+00
  -6.3534451e-01 -7.6451492e-01]]",Keyboards/Accordion/ordinario/Acc-ord-F7-ff-alt1-N.wav,F7,F,7
1134,"[[-8.4981891e+02 -7.3996637e+02 -6.6171985e+02 ... -7.6718921e+02
  -6.2933929e+02 -5.6383771e+02]
 [ 6.6312668e+01  9.4501266e+01  1.0209627e+02 ...  1.1672846e+01
  -3.6497501e+01 -4.2915836e+01]
 [ 2.6907953e+01  3.3334427e+01  3.7949207e+01 ...  2.1385679e+01
   1.2492230e+01  4.7893863e+00]
 ...
 [-1.8528962e-01  4.6866131e-01  6.5717506e-01 ...  1.8558965e+00
   3.1871796e-03 -2.7568054e-01]
 [-3.4375000e-01 -7.9771614e-01 -1.5269547e+00 ...  8.5325813e-01
  -1.6806297e+00 -1.0482626e+00]
 [-1.9595947e+00  6.0461807e-01  1.0113258e+00 ... -1.1091857e+00
  -2.0398827e+00 -1.3414536e+00]]",Keyboards/Accordion/ordinario/Acc-ord-F#7-ff-N-N.wav,F#7,F#,7
1135,"[[-6.17471863e+02 -6.09027161e+02 -6.03356628e+02 ... -5.63873413e+02
  -3.55060486e+02 -2.83454010e+02]
 [ 6.92653351e+01  7.64688034e+01  7.97304382e+01 ...  3.81615219e+01
  -3.46237221e+01 -4.03205032e+01]
 [ 1.29009895e+01  1.32765255e+01  1.57527390e+01 ...  4.14840546e+01
   7.52991199e+00  4.68157023e-01]
 ...
 [-1.01830864e+00 -4.10240173e-01 -7.86980629e-01 ...  2.01583958e+00
  -9.17558670e-01 -1.18459702e-01]
 [-2.85058975e+00 -3.16610813e-01  1.19902372e+00 ... -1.13922310e+00
  -1.06690502e+00 -4.84867841e-01]
 [-5.00160217e-01 -2.63641357e-01  6.02294922e-01 ...  5.48566818e-01
  -7.98583984e-01 -2.61198044e-01]]",Keyboards/Accordion/ordinario/Acc-ord-F#7-ff-alt1-N.wav,F#7,F#,7
1136,"[[-7.15557373e+02 -5.54295837e+02 -4.93136108e+02 ... -7.12728271e+02
  -4.03309387e+02 -3.26985992e+02]
 [ 4.62231750e+01  4.57600937e+01  4.70187798e+01 ... -4.64297943e+01
  -4.95013351e+01 -4.86239319e+01]
 [ 4.40162354e+01  3.24574890e+01  2.51628056e+01 ...  3.16380348e+01
   1.16440105e+01  9.92172241e+00]
 ...
 [-2.27963734e+00 -5.34357071e-01  2.88727760e-01 ...  2.66817093e-01
  -1.11503124e-01 -1.32167339e-01]
 [-1.51788712e-01  1.11989975e-01 -1.51634407e+00 ... -1.38365746e-01
  -1.69048309e-02  1.94196701e-02]
 [-3.40976715e-02 -1.11745453e+00  8.68457794e-01 ... -2.08701515e+00
   5.87844849e-03 -2.10514069e-02]]",Keyboards/Accordion/ordinario/Acc-ord-G7-ff-N-N.wav,G7,G,7
1137,"[[-8.4340692e+02 -8.2485901e+02 -7.6979272e+02 ... -7.5198761e+02
  -5.3948340e+02 -4.6475610e+02]
 [ 4.8320091e+01  6.5834038e+01  9.5263672e+01 ... -1.0769398e+00
  -4.6503609e+01 -4.7402115e+01]
 [ 3.5680565e+01  4.0814678e+01  2.5885841e+01 ...  2.7470047e+01
   1.3419189e+01  1.0632086e+01]
 ...
 [ 6.1036301e-01 -1.0134068e+00 -5.8693075e-01 ... -1.9923496e-01
  -6.3278866e-01 -5.1349401e-01]
 [-1.5519085e+00 -1.1367188e+00 -2.5309334e+00 ...  1.7210455e+00
  -1.7324972e-01  3.8280964e-02]
 [ 1.6298428e+00  8.1665039e-01 -1.9921608e+00 ...  1.2048333e+00
   9.0734482e-02 -1.1672974e-03]]",Keyboards/Accordion/ordinario/Acc-ord-G7-ff-alt1-N.wav,G7,G,7
1138,"[[-8.6407800e+02 -7.9869849e+02 -7.1018121e+02 ... -7.5480383e+02
  -6.3406873e+02 -5.6477661e+02]
 [ 4.9133530e+01  6.5618217e+01  6.7917252e+01 ... -3.5552608e+01
  -4.3017452e+01 -4.5510086e+01]
 [ 3.4911003e+01  4.3763062e+01  5.0594299e+01 ...  4.3505238e+01
   2.7321732e+01  2.1642342e+01]
 ...
 [ 1.8094435e+00  2.2186966e+00  2.1289005e+00 ... -3.4692993e+00
   6.1311722e-03 -2.5765896e-03]
 [-3.1156139e+00 -3.4282112e-01 -1.5255299e+00 ...  3.7031364e+00
  -3.2454777e-01 -4.2523384e-02]
 [-4.4352627e+00  1.0150070e+00 -6.0741425e-02 ... -1.3098526e-01
  -4.1620636e-01 -6.2322617e-02]]",Keyboards/Accordion/ordinario/Acc-ord-G#7-ff-N-T13d.wav,G#7,G#,7
1139,"[[-6.20623718e+02 -5.37485535e+02 -5.25929565e+02 ... -7.37696411e+02
  -5.15815247e+02 -4.40636780e+02]
 [ 1.32931412e+02  1.00306366e+02  6.41459122e+01 ... -3.59868851e+01
  -5.65246277e+01 -5.62097054e+01]
 [ 1.30503712e+01  2.58399620e+01  4.29543343e+01 ...  3.83787079e+01
   3.28162460e+01  2.96881866e+01]
 ...
 [ 7.89493561e-01  9.75629807e-01  3.80683899e+00 ...  3.18575883e+00
   1.60236597e-01 -3.28755379e-01]
 [ 2.65918255e-01  4.06689644e-01 -1.46531677e+00 ... -1.05540466e+00
   6.46686554e-02  3.00455093e-01]
 [-3.91326904e-01 -1.39021301e+00 -1.11859131e+00 ...  1.24076462e+00
   1.57304764e-01 -1.15829468e-01]]",Keyboards/Accordion/ordinario/Acc-ord-A7-ff-N-N.wav,A7,A,7
1140,"[[-7.7456348e+02 -6.0072852e+02 -5.6300635e+02 ... -7.7647418e+02
  -7.6113422e+02 -7.3460657e+02]
 [ 6.1447693e+01  4.5666618e+01  5.4456223e+01 ... -2.4035505e+01
  -2.5012245e+01 -3.1795513e+01]
 [ 1.4468483e+01  1.1300470e+01  1.3606158e+01 ...  5.3687065e+01
   6.4365128e+01  6.9006760e+01]
 ...
 [ 1.1260033e+00  5.4063225e-01 -7.1158981e-01 ... -5.6228189e+00
  -2.5497911e+00 -1.9306395e+00]
 [-8.5938120e-01 -4.1117954e-01 -1.6701536e+00 ...  2.8053360e+00
   2.1385651e+00  2.7247810e+00]
 [-1.1804161e+00 -6.9132805e-01 -1.7778034e+00 ... -3.0615101e+00
  -2.5537243e+00 -7.9819775e-01]]",Keyboards/Accordion/ordinario/Acc-ord-A#7-ff-N-N.wav,A#7,A#,7
1141,"[[-7.72305359e+02 -6.65258362e+02 -6.52716064e+02 ... -7.81964783e+02
  -5.07399780e+02 -4.32973694e+02]
 [ 6.05718460e+01  5.39893723e+01  4.97204666e+01 ... -1.98641968e+01
  -5.47798386e+01 -5.65610733e+01]
 [ 3.68612480e+01  4.30142059e+01  4.89706688e+01 ...  5.92015610e+01
   3.57927856e+01  3.07061195e+01]
 ...
 [-2.11065674e+00  3.54499817e-02 -5.11267662e-01 ... -4.27970886e-02
   4.97283936e-01  4.23654556e-01]
 [-1.68008423e+00  9.98285294e-01  3.40462112e+00 ...  2.21612740e+00
   4.02698517e-02 -7.45964050e-02]
 [-2.80982971e-01  4.94026184e-01 -1.04530334e-01 ... -6.28162384e-01
   1.53295517e-01  1.19985580e-01]]",Keyboards/Accordion/ordinario/Acc-ord-B7-ff-N-T13d.wav,B7,B,7
1142,"[[-6.7885144e+02 -6.1509473e+02 -6.2644965e+02 ... -7.6716058e+02
  -5.9471796e+02 -5.2220312e+02]
 [ 1.2871051e+02  1.1544725e+02  9.0712585e+01 ... -2.6013008e+01
  -4.9322674e+01 -5.2076981e+01]
 [ 3.0594017e+01  3.3531666e+01  4.4416908e+01 ...  4.1655556e+01
   4.3815083e+01  3.8120987e+01]
 ...
 [ 5.7956123e-01 -1.2331524e+00 -1.5302639e+00 ... -2.0012422e+00
  -1.5602493e-01 -1.1051464e-01]
 [-1.2986755e-01 -5.4835129e-01 -2.6028671e+00 ...  7.6836777e-01
   3.9247131e-01  3.7668419e-01]
 [ 2.7435303e-02  2.8873825e-01  1.4661522e+00 ...  3.0537004e+00
  -4.1735458e-01 -3.8767433e-01]]",Keyboards/Accordion/ordinario/Acc-ord-C8-ff-N-N.wav,C8,C,8
1143,"[[-7.6445374e+02 -6.8937085e+02 -6.9312921e+02 ... -7.9243958e+02
  -6.8549030e+02 -6.1956628e+02]
 [ 6.2980598e+01  5.2553040e+01  4.0022041e+01 ... -2.1476217e+01
  -4.4950245e+01 -5.1741409e+01]
 [ 3.6816940e+01  3.8229927e+01  4.8523262e+01 ...  6.1170006e+01
   5.2935120e+01  4.4466240e+01]
 ...
 [ 1.3158903e+00  9.7519684e-01 -6.5914607e-01 ... -9.4943047e-02
   9.1931438e-01  1.0422039e+00]
 [ 6.6357994e-01 -1.4683132e+00  1.3082676e+00 ... -2.6650238e+00
  -9.5550537e-02 -2.1487617e-01]
 [ 4.8118401e-01 -6.2739563e-01 -1.3682842e+00 ...  1.4922028e+00
   2.2418213e-01 -8.1672668e-03]]",Keyboards/Accordion/ordinario/Acc-ord-C#8-ff-N-N.wav,C#8,C#,8
1144,"[[-7.1382233e+02 -6.9664319e+02 -6.7172400e+02 ... -5.4842932e+02
  -5.4048792e+02 -5.3783228e+02]
 [ 1.3547191e+02  1.4188777e+02  1.4228459e+02 ...  1.3682123e+02
   1.3956923e+02  1.4330820e+02]
 [ 2.9820370e+01  2.0642683e+01  2.0594143e+01 ... -2.7078290e+00
   2.8794632e+00  1.7460427e+00]
 ...
 [ 1.1075516e+00 -7.0693970e-02 -1.3878250e-01 ...  1.1032391e+00
   1.1743603e+00  2.8488007e+00]
 [-3.5690403e-01 -6.4006805e-02 -7.1135998e-01 ... -2.4643111e+00
  -2.2053771e+00 -1.9636331e+00]
 [ 2.5095367e+00  6.0214233e-01  9.6109009e-01 ... -2.3246841e+00
  -6.8420410e-01  7.9308319e-01]]",Strings/Violoncello/ordinario/Vc-ord-C2-pp-4c-N.wav,C2,C,2
1145,"[[-6.13200378e+02 -5.48957520e+02 -5.03520447e+02 ... -4.55342072e+02
  -4.40963837e+02 -4.33466217e+02]
 [ 1.39241547e+02  1.34539825e+02  1.30404297e+02 ...  1.44152145e+02
   1.57412598e+02  1.59738464e+02]
 [-6.33936596e+00 -1.53779125e+01 -2.40317955e+01 ...  2.95356560e+00
   1.76939220e+01  2.43923931e+01]
 ...
 [ 2.08339691e-01 -1.06695175e-01 -1.73870087e-01 ... -2.37595367e+00
  -1.00527191e+00 -1.26952171e+00]
 [ 2.44055271e-01 -4.78252888e-01 -8.49997520e-01 ... -1.93172359e+00
  -1.49375916e+00  3.38523865e-01]
 [ 3.97499084e-01  1.43829346e-01  1.05446625e+00 ...  2.86790466e+00
   3.62491608e+00  3.50991821e+00]]",Strings/Violoncello/ordinario/Vc-ord-C#2-pp-4c-N.wav,C#2,C#,2
1146,"[[-6.48080872e+02 -6.40348816e+02 -6.72958801e+02 ... -4.65076508e+02
  -4.45928528e+02 -4.30423981e+02]
 [ 1.02080444e+02  1.05212814e+02  1.22553864e+02 ...  1.22008392e+02
   1.34812668e+02  1.38583038e+02]
 [ 4.52504396e+00  5.59981108e-01  3.60751772e+00 ... -2.85608749e+01
  -1.52901325e+01 -9.95484543e+00]
 ...
 [-1.17163467e+00 -6.66252136e-01  1.28421402e+00 ...  4.41534901e+00
   3.98074722e+00  2.60345936e+00]
 [-3.36822557e+00 -2.68881154e+00 -3.55561447e+00 ...  1.90064621e+00
   3.60876083e-01 -1.79598761e+00]
 [-2.25774384e+00  2.35443115e-01  6.19697571e-01 ... -2.05672073e+00
   7.40844727e-01 -3.93959045e-01]]",Strings/Violoncello/ordinario/Vc-ord-D2-pp-4c-N.wav,D2,D,2
1147,"[[-6.9079932e+02 -6.2767358e+02 -5.6277325e+02 ... -4.4564404e+02
  -4.2989484e+02 -4.2367099e+02]
 [ 1.3623485e+02  1.3596149e+02  1.3502126e+02 ...  1.3375684e+02
   1.4582256e+02  1.5855685e+02]
 [ 3.3092312e+01  1.1614038e+01 -1.1996298e+01 ... -5.9727707e+00
  -9.1780543e-01 -1.0442296e+00]
 ...
 [-1.5837154e+00 -2.0248375e+00 -9.5544052e-01 ...  5.6269703e+00
   2.5194149e+00  2.7263298e+00]
 [-8.7553406e-01 -1.6648521e+00 -1.1498785e-01 ... -5.0114040e+00
  -3.7116668e+00 -7.9871565e-02]
 [ 2.3539886e+00  6.6548920e-01  1.3014374e+00 ... -1.9273911e+00
  -2.3256226e+00 -4.5333176e+00]]",Strings/Violoncello/ordinario/Vc-ord-D#2-pp-4c-N.wav,D#2,D#,2
1148,"[[-6.10345337e+02 -5.45061218e+02 -4.98983276e+02 ... -4.94147491e+02
  -4.81756531e+02 -4.77323395e+02]
 [ 1.17675552e+02  1.19638466e+02  1.17848022e+02 ...  1.30720840e+02
   1.43330566e+02  1.55432098e+02]
 [-1.13957777e+01 -2.68216915e+01 -3.92633820e+01 ... -1.55334110e+01
  -5.94718027e+00 -4.34958076e+00]
 ...
 [ 1.74689579e+00  4.85107517e+00  5.01124763e+00 ... -1.09656334e+00
   2.11773491e+00  2.10426903e+00]
 [ 1.08469105e+00 -1.71472740e+00 -2.47587776e+00 ... -6.10477018e+00
  -4.44380045e+00 -3.12382555e+00]
 [ 1.10466003e-01 -1.28636932e+00 -1.91629410e+00 ...  1.10240173e+00
  -1.97626495e+00 -4.14344788e-01]]",Strings/Violoncello/ordinario/Vc-ord-E2-pp-4c-N.wav,E2,E,2
1149,"[[-6.32282593e+02 -5.80280945e+02 -5.42452515e+02 ... -4.74898407e+02
  -4.57048492e+02 -4.49904999e+02]
 [ 1.19912735e+02  1.17923889e+02  1.19773254e+02 ...  1.25354843e+02
   1.48202469e+02  1.58723419e+02]
 [-1.25491107e+00 -1.92749157e+01 -2.23995533e+01 ... -1.04183598e+01
   3.99926758e+00  8.47555447e+00]
 ...
 [ 3.54970932e+00  2.03603172e+00  2.04221153e+00 ... -1.38093948e-01
  -8.54787827e-01 -5.66818428e+00]
 [-2.40227365e+00 -2.44876862e-01  1.59708214e+00 ...  6.61705017e-01
   2.05678654e+00  5.57831764e-01]
 [-3.04304886e+00 -2.73215103e+00 -2.79328156e+00 ... -4.48662186e+00
  -2.03788757e+00 -1.40425873e+00]]",Strings/Violoncello/ordinario/Vc-ord-F2-pp-4c-T19u.wav,F2,F,2
1150,"[[-7.00820740e+02 -6.21697571e+02 -5.42533508e+02 ... -5.11581085e+02
  -4.87428986e+02 -4.74626343e+02]
 [ 1.24410583e+02  1.37902100e+02  1.36094299e+02 ...  1.25437256e+02
   1.50702225e+02  1.64418503e+02]
 [ 3.60186768e+01  3.77762270e+00 -2.18377113e+01 ...  1.06777973e+01
   1.69514923e+01  1.49239025e+01]
 ...
 [ 3.07755852e+00  1.16481781e-02  3.66401672e-01 ...  4.01461601e+00
   4.53075409e-01  1.45252037e+00]
 [ 1.43902969e+00 -1.20244789e+00 -9.36568260e-01 ... -3.57727098e+00
  -3.94164896e+00 -1.60986376e+00]
 [-2.41733170e+00 -1.23596954e+00 -4.89982605e-01 ...  3.56725693e+00
   4.28808594e+00  1.75735474e+00]]",Strings/Violoncello/ordinario/Vc-ord-F#2-pp-4c-N.wav,F#2,F#,2
1151,"[[-6.53521667e+02 -5.75924988e+02 -5.28376038e+02 ... -5.48296021e+02
  -5.24679993e+02 -5.09969025e+02]
 [ 1.48303513e+02  1.39846924e+02  1.32451813e+02 ...  1.11537262e+02
   1.23769943e+02  1.32008698e+02]
 [ 2.02388024e+00 -1.29751625e+01 -2.00148640e+01 ... -9.31550026e+00
  -3.74277925e+00 -4.75113153e+00]
 ...
 [ 1.11452484e+00  1.01989174e+00  3.90780830e+00 ... -1.18541908e+00
   9.42178726e-01  1.88610458e+00]
 [ 4.55194950e-01 -7.65697002e-01  1.14038658e+00 ... -2.56465435e-01
   1.54209733e-01  1.49407685e+00]
 [ 1.06872559e-01  1.15678406e+00  3.53012085e+00 ...  1.44811249e+00
   1.96366501e+00 -4.40803528e-01]]",Strings/Violoncello/ordinario/Vc-ord-G2-pp-3c-N.wav,G2,G,2
1152,"[[-6.3785120e+02 -5.7750494e+02 -5.1385266e+02 ... -4.4212057e+02
  -4.2150943e+02 -4.1101883e+02]
 [ 1.3146919e+02  1.3773532e+02  1.2856165e+02 ...  1.1492653e+02
   1.4407378e+02  1.5625479e+02]
 [ 1.2910662e+01  1.0260952e+00 -1.6769659e+01 ... -5.6442490e+00
   1.5466565e-01  1.7561370e-01]
 ...
 [-1.0278988e+00  1.5154610e+00  7.4832344e-01 ... -6.9088745e-01
   1.1210575e+00  2.3957634e+00]
 [ 7.7059555e-01  1.4246471e+00 -4.4650269e-01 ...  1.6571285e+00
   1.4456339e+00  1.3411751e+00]
 [ 1.0323486e+00  7.5407410e-01  2.1095390e+00 ... -2.9778290e-01
  -3.0961304e+00 -2.4988632e+00]]",Strings/Violoncello/ordinario/Vc-ord-G2-pp-4c-N.wav,G2,G,2
1153,"[[-649.20276    -614.9255     -588.2008     ... -467.55432
  -438.5341     -421.38315   ]
 [ 140.92123     137.72382     136.04599    ...   93.5585
   122.83595     136.71683   ]
 [   5.8910065     1.8055755    -5.839266   ...    0.77809906
    -3.1324942    -5.155277  ]
 ...
 [  -1.8732209    -1.4575434    -2.8879852  ...    0.76714325
     2.9098034     2.6196346 ]
 [  -2.0072982    -1.0315546    -2.497244   ...   -7.461363
    -7.0757656    -5.772825  ]
 [   1.6003342     2.9728851     4.399025   ...    0.6887016
     4.1173363     4.2209244 ]]",Strings/Violoncello/ordinario/Vc-ord-G#2-pp-3c-N.wav,G#2,G#,2
1154,"[[-6.7653461e+02 -5.9844537e+02 -5.4227039e+02 ... -4.8025031e+02
  -4.5271573e+02 -4.3710196e+02]
 [ 1.3479758e+02  1.3613008e+02  1.2923529e+02 ...  1.1289018e+02
   1.3625493e+02  1.4618607e+02]
 [ 1.4225661e+01 -1.8341042e+01 -2.4960180e+01 ... -2.5304060e+00
   1.4183438e+01  1.6150349e+01]
 ...
 [ 3.3138399e+00  3.3642311e+00  2.4943132e+00 ...  2.8460293e+00
   9.2517471e-01  1.6878872e+00]
 [-1.5735722e-01  1.6027527e+00  1.0284443e+00 ... -8.8324004e-01
  -3.2031918e-01  1.5481267e+00]
 [ 9.2787170e-01  1.2359619e-01 -2.2705002e+00 ...  7.3814545e+00
   5.4163361e+00  2.9278030e+00]]",Strings/Violoncello/ordinario/Vc-ord-G#2-pp-4c-N.wav,G#2,G#,2
1155,"[[-7.4234052e+02 -6.8453668e+02 -6.3081207e+02 ... -4.8656903e+02
  -4.4830792e+02 -4.2694870e+02]
 [ 1.3335443e+02  1.3217473e+02  1.3066342e+02 ...  9.1957710e+01
   1.3271445e+02  1.5314656e+02]
 [ 3.4013393e+01  1.3509230e+01 -1.0805363e+01 ... -3.5875974e+00
   6.7920904e+00  3.6773229e+00]
 ...
 [-3.4531498e-01  2.1914291e-01  1.5295849e+00 ... -1.1269455e+00
   1.2292233e+00  2.8851376e+00]
 [-1.1605568e+00 -3.9108324e-01 -2.8141506e+00 ...  4.4286246e+00
  -1.9925745e+00 -3.2550206e+00]
 [ 6.0094070e+00  2.0143433e+00  1.6669006e+00 ...  4.9988861e+00
  -1.2147293e+00 -3.0742340e+00]]",Strings/Violoncello/ordinario/Vc-ord-A2-pp-3c-N.wav,A2,A,2
1156,"[[-6.69160889e+02 -6.25520264e+02 -5.81977356e+02 ... -4.79177429e+02
  -4.26218842e+02 -4.05418091e+02]
 [ 1.31259521e+02  1.39984299e+02  1.37886185e+02 ...  1.04867432e+02
   1.45079559e+02  1.64054230e+02]
 [ 1.15611725e+01 -1.74036372e+00 -1.56580868e+01 ...  4.18361545e-01
   9.29129410e+00  5.29135418e+00]
 ...
 [ 1.84065342e+00 -9.16820526e-01 -8.85374069e-01 ...  1.06494713e+00
  -6.63240433e-01 -4.25106049e-01]
 [-6.17988586e-01  6.52521729e-01  1.79311228e+00 ...  2.98365974e+00
   1.02652121e+00 -3.08094025e-01]
 [ 9.66957092e-01 -8.45794678e-02 -3.34396362e-01 ...  1.88882446e+00
   2.33947754e-01 -2.47310638e+00]]",Strings/Violoncello/ordinario/Vc-ord-A2-pp-4c-N.wav,A2,A,2
1157,"[[-5.77031860e+02 -5.22602234e+02 -5.02513641e+02 ... -5.03380646e+02
  -4.66745789e+02 -4.49038727e+02]
 [ 1.14645203e+02  1.13546844e+02  1.17103912e+02 ...  8.35574799e+01
   1.28256439e+02  1.45903259e+02]
 [-1.13865175e+01 -2.44895000e+01 -3.50379562e+01 ... -1.16710587e+01
  -1.66128683e+00 -3.59253097e+00]
 ...
 [-1.13611698e+00  1.15085602e-01 -1.00004387e+00 ... -5.76699638e+00
  -3.17142868e+00 -2.80521584e+00]
 [ 1.26636314e+00  2.39048958e+00  2.51971626e+00 ... -2.45561790e+00
  -1.17252898e+00 -1.60489774e+00]
 [ 2.11856461e+00  3.99148941e+00  4.61762619e+00 ... -8.30670166e+00
  -3.34515762e+00 -2.10980225e+00]]",Strings/Violoncello/ordinario/Vc-ord-A#2-pp-3c-N.wav,A#2,A#,2
1158,"[[-581.0522    -515.0732    -462.70532   ... -441.57816   -424.19928
  -411.97162  ]
 [ 119.769806   112.143456    89.47324   ...   79.89011    106.69916
   115.16633  ]
 [ -13.621237   -30.193172   -31.176453  ...  -27.564003   -11.889712
    -3.586204 ]
 ...
 [  -2.9295044    0.6044693    0.7211075 ...    1.5166836    2.0809212
     4.811161 ]
 [  -1.707036     2.5127687    1.6056862 ...   -4.623131    -3.962451
    -0.6750542]
 [  -5.631912    -3.8826752   -3.9952545 ...   -7.717144    -4.469013
    -3.0101929]]",Strings/Violoncello/ordinario/Vc-ord-A#2-pp-4c-N.wav,A#2,A#,2
1159,"[[-6.65675842e+02 -5.76802734e+02 -5.20344604e+02 ... -4.90029083e+02
  -4.66812042e+02 -4.50469147e+02]
 [ 1.17979736e+02  1.03364746e+02  9.55222015e+01 ...  7.01404190e+01
   9.00301895e+01  1.04947891e+02]
 [-8.10736477e-01 -1.69737473e+01 -2.59633312e+01 ... -2.07540092e+01
  -1.71585846e+01 -1.62208061e+01]
 ...
 [-1.14860535e-02  3.65471840e-01 -1.16230965e-01 ... -4.42938042e+00
  -1.81403923e+00 -1.52490234e+00]
 [-2.39875674e+00 -3.38238668e+00 -4.11891174e+00 ... -5.53167295e+00
  -2.47438622e+00  1.81797504e+00]
 [-3.37500000e+00  3.34602356e-01  2.40133286e+00 ... -5.01869202e-01
  -1.55777740e+00 -2.53229904e+00]]",Strings/Violoncello/ordinario/Vc-ord-B2-pp-3c-N.wav,B2,B,2
